protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
3UU7,611-99-4_min,2OH_redock_3UU7,0.7808,5.3570,inf
3UU7,decoy213,2OH_redock_3UU7,0.7710,5.5332,inf
3UU7,5394-98-9_min,2OH_redock_3UU7,0.7704,4.8259,inf
3UU7,decoy23,2OH_redock_3UU7,0.7698,5.1516,inf
3UU7,decoy45,2OH_redock_3UU7,0.7689,5.3257,inf
3UU7,decoy257,2OH_redock_3UU7,0.7684,5.9523,inf
3UU7,decoy27,2OH_redock_3UU7,0.7666,5.2424,inf
3UU7,decoy245,2OH_redock_3UU7,0.7654,5.7938,inf
3UU7,97-53-0_min,2OH_redock_3UU7,0.7653,4.2567,inf
3UU7,decoy28,2OH_redock_3UU7,0.7649,5.9030,inf
3UU7,decoy184,2OH_redock_3UU7,0.7649,5.5194,inf
3UU7,decoy185,2OH_redock_3UU7,0.7638,5.5229,inf
3UU7,500-38-9_min,2OH_redock_3UU7,0.7637,5.3907,inf
3UU7,decoy351,2OH_redock_3UU7,0.7618,5.1107,inf
3UU7,decoy54,2OH_redock_3UU7,0.7600,5.2409,inf
3UU7,decoy121,2OH_redock_3UU7,0.7554,5.2042,inf
3UU7,decoy394,2OH_redock_3UU7,0.7551,5.4724,inf
3UU7,72-55-9_min,2OH_redock_3UU7,0.7545,4.9551,inf
3UU7,decoy363,2OH_redock_3UU7,0.7544,5.6169,inf
3UU7,81-90-3_min,2OH_redock_3UU7,0.7539,5.1511,inf
3UU7,decoy150,2OH_redock_3UU7,0.7498,5.5583,inf
3UU7,80-09-1_min,2OH_redock_3UU7,0.7451,5.2331,inf
3UU7,decoy151,2OH_redock_3UU7,0.7438,5.2853,inf
3UU7,60-57-1_min,2OH_redock_3UU7,0.7437,5.9699,inf
3UU7,decoy266,2OH_redock_3UU7,0.7437,5.5923,inf
3UU7,143-74-8_min,2OH_redock_3UU7,0.7431,5.1396,inf
3UU7,decoy375,2OH_redock_3UU7,0.7430,5.6233,inf
3UU7,521-18-6_min,2OH_redock_3UU7,0.7399,5.6461,inf
3UU7,decoy36,2OH_redock_3UU7,0.7388,5.3897,inf
3UU7,90-43-7_min,2OH_redock_3UU7,0.7357,3.8035,inf
3UU7,decoy165,2OH_redock_3UU7,0.7351,4.6738,inf
3UU7,decoy376,2OH_redock_3UU7,0.7328,4.9639,inf
3UU7,decoy183,2OH_redock_3UU7,0.7308,4.8761,inf
3UU7,decoy330,2OH_redock_3UU7,0.7301,5.6482,inf
3UU7,decoy156,2OH_redock_3UU7,0.7297,5.0703,inf
3UU7,34816-55-2_min,2OH_redock_3UU7,0.7283,5.7800,inf
3UU7,decoy329,2OH_redock_3UU7,0.7248,5.7092,inf
3UU7,decoy76,2OH_redock_3UU7,0.7241,4.9968,inf
3UU7,decoy325,2OH_redock_3UU7,0.7240,5.7532,inf
3UU7,911-45-5_min,2OH_redock_3UU7,0.7221,5.1317,inf
3UU7,2529-64-8_min,2OH_redock_3UU7,0.7220,5.2103,inf
3UU7,decoy29,2OH_redock_3UU7,0.7214,4.8484,inf
3UU7,3434-79-5_min,2OH_redock_3UU7,0.7209,5.5685,inf
3UU7,decoy15,2OH_redock_3UU7,0.7196,4.7053,inf
3UU7,decoy405,2OH_redock_3UU7,0.7183,4.8871,inf
3UU7,decoy49,2OH_redock_3UU7,0.7172,4.9346,inf
3UU7,57-83-0_min,2OH_redock_3UU7,0.7148,5.5352,inf
3UU7,decoy154,2OH_redock_3UU7,0.7134,4.8283,inf
3UU7,decoy87,2OH_redock_3UU7,0.7132,5.1931,inf
3UU7,decoy112,2OH_redock_3UU7,0.7116,4.8915,inf
3UU7,1852-53-5_min,2OH_redock_3UU7,0.7090,5.5338,inf
3UU7,decoy306,2OH_redock_3UU7,0.7088,5.3230,inf
3UU7,decoy242,2OH_redock_3UU7,0.7075,4.8275,inf
3UU7,decoy68,2OH_redock_3UU7,0.7068,4.6514,inf
3UU7,53-45-2_min,2OH_redock_3UU7,0.7049,4.8254,inf
3UU7,5108-94-1_min,2OH_redock_3UU7,0.7042,5.5532,inf
3UU7,571-22-2_min,2OH_redock_3UU7,0.7030,5.3193,inf
3UU7,decoy275,2OH_redock_3UU7,0.7007,4.6941,inf
3UU7,decoy199,2OH_redock_3UU7,0.7002,4.9620,inf
3UU7,decoy400,2OH_redock_3UU7,0.6994,5.1642,inf
3UU7,7773-34-4_min,2OH_redock_3UU7,0.6989,5.1377,inf
3UU7,decoy85,2OH_redock_3UU7,0.6973,5.0086,inf
3UU7,decoy251,2OH_redock_3UU7,0.6973,4.7349,inf
3UU7,decoy210,2OH_redock_3UU7,0.6912,5.3785,inf
3UU7,decoy231,2OH_redock_3UU7,0.6898,5.1944,inf
3UU7,140-10-3_min,2OH_redock_3UU7,0.6855,3.1919,inf
3UU7,131-57-7_min,2OH_redock_3UU7,0.6852,4.0627,inf
3UU7,481-30-1_min,2OH_redock_3UU7,0.6825,5.0794,inf
3UU7,decoy260,2OH_redock_3UU7,0.6783,4.9047,inf
3UU7,decoy5,2OH_redock_3UU7,0.6779,4.9755,inf
3UU7,decoy216,2OH_redock_3UU7,0.6764,5.0791,inf
3UU7,decoy175,2OH_redock_3UU7,0.6763,4.2162,inf
3UU7,decoy415,2OH_redock_3UU7,0.6759,4.4054,inf
3UU7,decoy250,2OH_redock_3UU7,0.6758,3.9708,inf
3UU7,decoy227,2OH_redock_3UU7,0.6751,4.7850,inf
3UU7,15372-34-6_min,2OH_redock_3UU7,0.6744,4.8884,inf
3UU7,decoy19,2OH_redock_3UU7,0.6738,4.3069,inf
3UU7,decoy267,2OH_redock_3UU7,0.6728,4.3677,inf
3UU7,decoy148,2OH_redock_3UU7,0.6715,4.3218,inf
3UU7,decoy297,2OH_redock_3UU7,0.6707,4.0197,inf
3UU7,2050-68-2_min,2OH_redock_3UU7,0.6699,3.7115,inf
3UU7,decoy282,2OH_redock_3UU7,0.6684,4.4129,inf
3UU7,50-22-6_min,2OH_redock_3UU7,0.6683,5.0182,inf
3UU7,decoy22,2OH_redock_3UU7,0.6680,4.0388,inf
3UU7,decoy193,2OH_redock_3UU7,0.6663,4.7483,inf
3UU7,decoy26,2OH_redock_3UU7,0.6660,4.5746,inf
3UU7,decoy62,2OH_redock_3UU7,0.6658,3.9870,inf
3UU7,decoy314,2OH_redock_3UU7,0.6632,4.6060,inf
3UU7,decoy93,2OH_redock_3UU7,0.6623,4.0029,inf
3UU7,decoy281,2OH_redock_3UU7,0.6619,4.4072,inf
3UU7,decoy272,2OH_redock_3UU7,0.6612,3.8599,inf
3UU7,decoy420,2OH_redock_3UU7,0.6601,4.7039,inf
3UU7,decoy171,2OH_redock_3UU7,0.6584,4.0491,inf
3UU7,143-50-0_min,2OH_redock_3UU7,0.6573,5.5104,inf
3UU7,decoy258,2OH_redock_3UU7,0.6566,4.6099,inf
3UU7,decoy408,2OH_redock_3UU7,0.6559,4.9285,inf
3UU7,decoy10,2OH_redock_3UU7,0.6545,4.6522,inf
3UU7,decoy298,2OH_redock_3UU7,0.6542,3.9469,inf
3UU7,decoy291,2OH_redock_3UU7,0.6530,4.2869,inf
3UU7,decoy287,2OH_redock_3UU7,0.6525,3.7898,inf
3UU7,decoy232,2OH_redock_3UU7,0.6522,4.5227,inf
3UU7,decoy428,2OH_redock_3UU7,0.6511,4.2445,inf
3UU7,decoy411,2OH_redock_3UU7,0.6503,4.5508,inf
3UU7,25154-52-3_min,2OH_redock_3UU7,0.6495,4.3259,inf
3UU7,decoy67,2OH_redock_3UU7,0.6477,3.8824,inf
3UU7,decoy63,2OH_redock_3UU7,0.6454,4.0376,inf
3UU7,decoy159,2OH_redock_3UU7,0.6448,4.7564,inf
3UU7,decoy144,2OH_redock_3UU7,0.6410,4.7049,inf
3UU7,decoy396,2OH_redock_3UU7,0.6367,4.3893,inf
3UU7,decoy162,2OH_redock_3UU7,0.6353,3.8911,inf
3UU7,decoy212,2OH_redock_3UU7,0.6351,4.2223,inf
3UU7,decoy223,2OH_redock_3UU7,0.6345,4.3935,inf
3UU7,decoy118,2OH_redock_3UU7,0.6340,4.5943,inf
3UU7,decoy290,2OH_redock_3UU7,0.6337,3.8397,inf
3UU7,decoy215,2OH_redock_3UU7,0.6334,4.1957,inf
3UU7,decoy50,2OH_redock_3UU7,0.6322,4.4737,inf
3UU7,decoy361,2OH_redock_3UU7,0.6322,4.8022,inf
3UU7,121-33-5_min,2OH_redock_3UU7,0.6291,2.8227,inf
3UU7,decoy194,2OH_redock_3UU7,0.6264,4.4400,inf
3UU7,207-13-4_min,2OH_redock_3UU7,0.6243,3.6757,inf
3UU7,decoy382,2OH_redock_3UU7,0.6235,4.5936,inf
3UU7,decoy208,2OH_redock_3UU7,0.6223,3.8637,inf
3UU7,decoy320,2OH_redock_3UU7,0.6216,4.4664,inf
3UU7,decoy413,2OH_redock_3UU7,0.6213,3.3186,inf
3UU7,decoy381,2OH_redock_3UU7,0.6208,4.3073,inf
3UU7,decoy316,2OH_redock_3UU7,0.6207,4.8124,inf
3UU7,decoy42,2OH_redock_3UU7,0.6205,4.2222,inf
3UU7,decoy374,2OH_redock_3UU7,0.6204,4.1245,inf
3UU7,decoy75,2OH_redock_3UU7,0.6199,4.3108,inf
3UU7,decoy384,2OH_redock_3UU7,0.6197,4.3590,inf
3UU7,decoy261,2OH_redock_3UU7,0.6192,4.2358,inf
3UU7,decoy326,2OH_redock_3UU7,0.6183,4.8531,inf
3UU7,decoy220,2OH_redock_3UU7,0.6173,4.4104,inf
3UU7,decoy422,2OH_redock_3UU7,0.6164,4.3386,inf
3UU7,decoy195,2OH_redock_3UU7,0.6151,4.3576,inf
3UU7,decoy226,2OH_redock_3UU7,0.6144,4.3244,inf
3UU7,decoy311,2OH_redock_3UU7,0.6144,4.2994,inf
3UU7,decoy409,2OH_redock_3UU7,0.6143,4.5738,inf
3UU7,decoy305,2OH_redock_3UU7,0.6135,4.6706,inf
3UU7,decoy30,2OH_redock_3UU7,0.6134,4.1541,inf
3UU7,decoy318,2OH_redock_3UU7,0.6131,4.5463,inf
3UU7,EE2_min,2OH_redock_3UU7,0.6127,4.7404,inf
3UU7,57-63-6_min,2OH_redock_3UU7,0.6127,4.7404,inf
3UU7,decoy114,2OH_redock_3UU7,0.6127,4.6996,inf
3UU7,decoy32,2OH_redock_3UU7,0.6126,4.2523,inf
3UU7,decoy347,2OH_redock_3UU7,0.6115,4.0185,inf
3UU7,decoy357,2OH_redock_3UU7,0.6101,3.6181,inf
3UU7,decoy140,2OH_redock_3UU7,0.6065,4.6962,inf
3UU7,decoy106,2OH_redock_3UU7,0.6047,4.0907,inf
3UU7,decoy131,2OH_redock_3UU7,0.6043,3.8483,inf
3UU7,Caffeine_min,2OH_redock_3UU7,0.6038,3.1630,inf
3UU7,decoy407,2OH_redock_3UU7,0.6028,4.2833,inf
3UU7,decoy222,2OH_redock_3UU7,0.6019,4.0704,inf
3UU7,decoy70,2OH_redock_3UU7,0.5996,3.8108,inf
3UU7,decoy84,2OH_redock_3UU7,0.5993,4.1143,inf
3UU7,decoy234,2OH_redock_3UU7,0.5985,4.3566,inf
3UU7,decoy134,2OH_redock_3UU7,0.5960,3.8234,inf
3UU7,decoy24,2OH_redock_3UU7,0.5951,4.2098,inf
3UU7,decoy105,2OH_redock_3UU7,0.5946,3.7373,inf
3UU7,decoy302,2OH_redock_3UU7,0.5944,3.8620,inf
3UU7,115-86-6_min,2OH_redock_3UU7,0.5927,3.7395,inf
3UU7,115-29-7_min,2OH_redock_3UU7,0.5916,4.1522,inf
3UU7,decoy429,2OH_redock_3UU7,0.5901,4.1952,inf
3UU7,decoy392,2OH_redock_3UU7,0.5899,3.9077,inf
3UU7,decoy3,2OH_redock_3UU7,0.5899,3.6250,inf
3UU7,57-88-5_min,2OH_redock_3UU7,0.5887,4.7332,inf
3UU7,decoy160,2OH_redock_3UU7,0.5875,4.3024,inf
3UU7,decoy336,2OH_redock_3UU7,0.5839,4.3015,inf
3UU7,decoy304,2OH_redock_3UU7,0.5830,3.8569,inf
3UU7,decoy427,2OH_redock_3UU7,0.5828,4.0060,inf
3UU7,decoy56,2OH_redock_3UU7,0.5828,2.9211,inf
3UU7,decoy44,2OH_redock_3UU7,0.5807,3.7990,inf
3UU7,72-33-3_min,2OH_redock_3UU7,0.5783,4.4925,inf
3UU7,decoy83,2OH_redock_3UU7,0.5771,4.3488,inf
3UU7,decoy57,2OH_redock_3UU7,0.5738,4.2321,inf
3UU7,decoy38,2OH_redock_3UU7,0.5734,3.1700,inf
3UU7,decoy230,2OH_redock_3UU7,0.5732,3.5452,inf
3UU7,decoy235,2OH_redock_3UU7,0.5731,4.0047,inf
3UU7,decoy16,2OH_redock_3UU7,0.5693,4.1252,inf
3UU7,decoy7,2OH_redock_3UU7,0.5680,4.0959,inf
3UU7,decoy271,2OH_redock_3UU7,0.5677,4.1569,inf
3UU7,decoy43,2OH_redock_3UU7,0.5672,3.5154,inf
3UU7,decoy52,2OH_redock_3UU7,0.5661,3.6523,inf
3UU7,decoy328,2OH_redock_3UU7,0.5648,4.2075,inf
3UU7,decoy55,2OH_redock_3UU7,0.5640,4.1876,inf
3UU7,decoy125,2OH_redock_3UU7,0.5631,3.5017,inf
3UU7,decoy403,2OH_redock_3UU7,0.5629,3.4925,inf
3UU7,decoy41,2OH_redock_3UU7,0.5617,3.6017,inf
3UU7,decoy421,2OH_redock_3UU7,0.5615,3.1353,inf
3UU7,decoy157,2OH_redock_3UU7,0.5613,4.0572,inf
3UU7,decoy116,2OH_redock_3UU7,0.5604,3.8488,inf
3UU7,decoy300,2OH_redock_3UU7,0.5593,4.0974,inf
3UU7,decoy141,2OH_redock_3UU7,0.5578,3.5508,inf
3UU7,decoy163,2OH_redock_3UU7,0.5564,4.0595,inf
3UU7,decoy308,2OH_redock_3UU7,0.5555,3.7513,inf
3UU7,decoy176,2OH_redock_3UU7,0.5551,4.0670,inf
3UU7,decoy37,2OH_redock_3UU7,0.5535,3.3481,inf
3UU7,decoy342,2OH_redock_3UU7,0.5494,4.0695,inf
3UU7,decoy51,2OH_redock_3UU7,0.5482,3.6491,inf
3UU7,decoy8,2OH_redock_3UU7,0.5475,3.6434,inf
3UU7,decoy344,2OH_redock_3UU7,0.5473,3.9913,inf
3UU7,decoy262,2OH_redock_3UU7,0.5453,2.9439,inf
3UU7,decoy9,2OH_redock_3UU7,0.5441,3.7839,inf
3UU7,decoy414,2OH_redock_3UU7,0.5434,3.8513,inf
3UU7,decoy203,2OH_redock_3UU7,0.5431,3.5191,inf
3UU7,decoy101,2OH_redock_3UU7,0.5413,3.5643,inf
3UU7,decoy399,2OH_redock_3UU7,0.5388,3.6330,inf
3UU7,decoy353,2OH_redock_3UU7,0.5379,3.8611,inf
3UU7,decoy228,2OH_redock_3UU7,0.5374,3.5892,inf
3UU7,decoy221,2OH_redock_3UU7,0.5354,3.3890,inf
3UU7,decoy111,2OH_redock_3UU7,0.5332,3.5556,inf
3UU7,decoy100,2OH_redock_3UU7,0.5319,3.4800,inf
3UU7,decoy4,2OH_redock_3UU7,0.5310,3.5235,inf
3UU7,decoy356,2OH_redock_3UU7,0.5307,3.3971,inf
3UU7,decoy200,2OH_redock_3UU7,0.5287,3.0193,inf
3UU7,decoy294,2OH_redock_3UU7,0.5285,3.1212,inf
3UU7,decoy109,2OH_redock_3UU7,0.5279,3.8335,inf
3UU7,decoy107,2OH_redock_3UU7,0.5273,3.9170,inf
3UU7,decoy104,2OH_redock_3UU7,0.5265,3.5657,inf
3UU7,decoy172,2OH_redock_3UU7,0.5259,3.6270,inf
3UU7,decoy387,2OH_redock_3UU7,0.5256,3.2372,inf
3UU7,decoy135,2OH_redock_3UU7,0.5249,3.8021,inf
3UU7,decoy31,2OH_redock_3UU7,0.5244,3.3494,inf
3UU7,decoy398,2OH_redock_3UU7,0.5238,3.0283,inf
3UU7,decoy11,2OH_redock_3UU7,0.5217,3.5229,inf
3UU7,decoy379,2OH_redock_3UU7,0.5213,3.8637,inf
3UU7,decoy117,2OH_redock_3UU7,0.5184,3.3965,inf
3UU7,decoy79,2OH_redock_3UU7,0.5180,3.1172,inf
3UU7,decoy335,2OH_redock_3UU7,0.5163,3.8464,inf
3UU7,decoy72,2OH_redock_3UU7,0.5160,3.9929,inf
3UU7,decoy108,2OH_redock_3UU7,0.5149,3.3832,inf
3UU7,decoy196,2OH_redock_3UU7,0.5146,3.4867,inf
3UU7,decoy364,2OH_redock_3UU7,0.5117,3.2235,inf
3UU7,decoy179,2OH_redock_3UU7,0.5115,3.6267,inf
3UU7,decoy338,2OH_redock_3UU7,0.5107,3.4031,inf
3UU7,decoy233,2OH_redock_3UU7,0.5105,3.3566,inf
3UU7,decoy95,2OH_redock_3UU7,0.5095,3.3403,inf
3UU7,decoy292,2OH_redock_3UU7,0.5084,3.4244,inf
3UU7,decoy86,2OH_redock_3UU7,0.5078,3.3530,inf
3UU7,decoy299,2OH_redock_3UU7,0.5065,3.5385,inf
3UU7,decoy102,2OH_redock_3UU7,0.5038,3.4643,inf
3UU7,decoy103,2OH_redock_3UU7,0.5011,3.4688,inf
3UU7,decoy69,2OH_redock_3UU7,0.4994,3.2988,inf
3UU7,Melatonin_min,2OH_redock_3UU7,0.4993,3.3154,inf
3UU7,decoy237,2OH_redock_3UU7,0.4959,3.3771,inf
3UU7,decoy373,2OH_redock_3UU7,0.4947,2.8295,inf
3UU7,68-23-5_min,2OH_redock_3UU7,0.4946,3.6273,inf
3UU7,decoy389,2OH_redock_3UU7,0.4929,3.4720,inf
3UU7,decoy337,2OH_redock_3UU7,0.4929,3.5535,inf
3UU7,decoy40,2OH_redock_3UU7,0.4921,3.4479,inf
3UU7,decoy2,2OH_redock_3UU7,0.4917,3.0666,inf
3UU7,decoy82,2OH_redock_3UU7,0.4909,3.3881,inf
3UU7,decoy224,2OH_redock_3UU7,0.4908,3.0760,inf
3UU7,decoy145,2OH_redock_3UU7,0.4900,3.4513,inf
3UU7,decoy289,2OH_redock_3UU7,0.4881,3.3582,inf
3UU7,decoy80,2OH_redock_3UU7,0.4862,3.4510,inf
3UU7,decoy128,2OH_redock_3UU7,0.4851,3.2912,inf
3UU7,decoy64,2OH_redock_3UU7,0.4847,3.2568,inf
3UU7,decoy59,2OH_redock_3UU7,0.4845,3.2814,inf
3UU7,decoy350,2OH_redock_3UU7,0.4822,2.9542,inf
3UU7,decoy170,2OH_redock_3UU7,0.4817,3.3068,inf
3UU7,decoy132,2OH_redock_3UU7,0.4795,3.3551,inf
3UU7,decoy201,2OH_redock_3UU7,0.4789,3.0089,inf
3UU7,decoy430,2OH_redock_3UU7,0.4789,3.1243,inf
3UU7,decoy147,2OH_redock_3UU7,0.4744,3.2136,inf
3UU7,decoy53,2OH_redock_3UU7,0.4742,3.1918,inf
3UU7,decoy252,2OH_redock_3UU7,0.4733,2.9010,inf
3UU7,decoy406,2OH_redock_3UU7,0.4731,3.4627,inf
3UU7,decoy120,2OH_redock_3UU7,0.4727,3.2372,inf
3UU7,decoy97,2OH_redock_3UU7,0.4708,2.9948,inf
3UU7,decoy367,2OH_redock_3UU7,0.4701,3.4242,inf
3UU7,decoy246,2OH_redock_3UU7,0.4699,3.2880,inf
3UU7,decoy217,2OH_redock_3UU7,0.4696,3.1654,inf
3UU7,decoy138,2OH_redock_3UU7,0.4678,3.2222,inf
3UU7,decoy146,2OH_redock_3UU7,0.4629,3.3094,inf
3UU7,decoy315,2OH_redock_3UU7,0.4613,3.1617,inf
3UU7,decoy386,2OH_redock_3UU7,0.4606,3.1007,inf
3UU7,decoy158,2OH_redock_3UU7,0.4606,2.7515,inf
3UU7,decoy241,2OH_redock_3UU7,0.4604,3.0565,inf
3UU7,decoy124,2OH_redock_3UU7,0.4602,2.8259,inf
3UU7,decoy418,2OH_redock_3UU7,0.4600,3.2682,inf
3UU7,decoy209,2OH_redock_3UU7,0.4599,2.8576,inf
3UU7,27J_min,2OH_redock_3UU7,0.4592,3.0779,inf
3UU7,decoy404,2OH_redock_3UU7,0.4585,3.0554,inf
3UU7,decoy349,2OH_redock_3UU7,0.4576,3.1630,inf
3UU7,decoy39,2OH_redock_3UU7,0.4563,3.2980,inf
3UU7,decoy354,2OH_redock_3UU7,0.4553,2.9600,inf
3UU7,decoy77,2OH_redock_3UU7,0.4539,3.0935,inf
3UU7,decoy273,2OH_redock_3UU7,0.4488,3.2808,inf
3UU7,decoy370,2OH_redock_3UU7,0.4488,2.9009,inf
3UU7,decoy33,2OH_redock_3UU7,0.4482,3.1329,inf
3UU7,decoy285,2OH_redock_3UU7,0.4440,3.1465,inf
3UU7,decoy74,2OH_redock_3UU7,0.4435,3.1850,inf
3UU7,decoy286,2OH_redock_3UU7,0.4429,2.9469,inf
3UU7,decoy348,2OH_redock_3UU7,0.4423,2.8840,inf
3UU7,decoy192,2OH_redock_3UU7,0.4418,2.9940,inf
3UU7,decoy219,2OH_redock_3UU7,0.4410,3.1131,inf
3UU7,decoy284,2OH_redock_3UU7,0.4397,3.0644,inf
3UU7,decoy313,2OH_redock_3UU7,0.4365,3.3560,inf
3UU7,decoy423,2OH_redock_3UU7,0.4349,3.0368,inf
3UU7,decoy119,2OH_redock_3UU7,0.4349,2.5916,inf
3UU7,decoy303,2OH_redock_3UU7,0.4340,2.8743,inf
3UU7,decoy139,2OH_redock_3UU7,0.4339,3.0198,inf
3UU7,decoy360,2OH_redock_3UU7,0.4336,2.8816,inf
3UU7,decoy264,2OH_redock_3UU7,0.4328,3.0769,inf
3UU7,decoy412,2OH_redock_3UU7,0.4320,3.1040,inf
3UU7,decoy115,2OH_redock_3UU7,0.4277,3.1225,inf
3UU7,decoy205,2OH_redock_3UU7,0.4269,2.6240,inf
3UU7,decoy247,2OH_redock_3UU7,0.4264,2.8436,inf
3UU7,decoy322,2OH_redock_3UU7,0.4260,2.9225,inf
3UU7,decoy332,2OH_redock_3UU7,0.4238,3.0159,inf
3UU7,decoy355,2OH_redock_3UU7,0.4232,2.8080,inf
3UU7,decoy129,2OH_redock_3UU7,0.4181,2.4360,inf
3UU7,decoy65,2OH_redock_3UU7,0.4179,2.8036,inf
3UU7,decoy113,2OH_redock_3UU7,0.4178,2.8198,inf
3UU7,decoy143,2OH_redock_3UU7,0.4172,2.8123,inf
3UU7,decoy66,2OH_redock_3UU7,0.4166,2.1845,inf
3UU7,decoy14,2OH_redock_3UU7,0.4132,2.9095,inf
3UU7,decoy390,2OH_redock_3UU7,0.4126,3.1186,inf
3UU7,decoy47,2OH_redock_3UU7,0.4120,2.7397,inf
3UU7,decoy218,2OH_redock_3UU7,0.4109,2.9809,inf
3UU7,decoy339,2OH_redock_3UU7,0.4097,2.7032,inf
3UU7,decoy126,2OH_redock_3UU7,0.4094,2.3416,inf
3UU7,decoy46,2OH_redock_3UU7,0.4093,2.6247,inf
3UU7,decoy177,2OH_redock_3UU7,0.4075,2.7098,inf
3UU7,1845-11-0_min,2OH_redock_3UU7,0.4063,3.0658,inf
3UU7,decoy182,2OH_redock_3UU7,0.4056,2.6183,inf
3UU7,decoy380,2OH_redock_3UU7,0.4030,2.3636,inf
3UU7,decoy395,2OH_redock_3UU7,0.4029,2.3431,inf
3UU7,decoy164,2OH_redock_3UU7,0.4005,2.6425,inf
3UU7,decoy352,2OH_redock_3UU7,0.4004,2.9120,inf
3UU7,decoy20,2OH_redock_3UU7,0.3991,2.7380,inf
3UU7,decoy334,2OH_redock_3UU7,0.3985,2.9504,inf
3UU7,decoy73,2OH_redock_3UU7,0.3985,2.1896,inf
3UU7,decoy327,2OH_redock_3UU7,0.3984,2.7434,inf
3UU7,decoy426,2OH_redock_3UU7,0.3975,2.7957,inf
3UU7,decoy402,2OH_redock_3UU7,0.3961,2.5933,inf
3UU7,decoy301,2OH_redock_3UU7,0.3956,3.0255,inf
3UU7,decoy89,2OH_redock_3UU7,0.3932,2.3051,inf
3UU7,decoy276,2OH_redock_3UU7,0.3930,2.5045,inf
3UU7,decoy425,2OH_redock_3UU7,0.3902,2.6590,inf
3UU7,decoy362,2OH_redock_3UU7,0.3900,2.7534,inf
3UU7,decoy391,2OH_redock_3UU7,0.3897,2.5164,inf
3UU7,decoy377,2OH_redock_3UU7,0.3872,2.4952,inf
3UU7,decoy432,2OH_redock_3UU7,0.3852,2.6660,inf
3UU7,decoy295,2OH_redock_3UU7,0.3844,2.4994,inf
3UU7,decoy283,2OH_redock_3UU7,0.3837,2.2756,inf
3UU7,83-46-5_min,2OH_redock_3UU7,0.3822,3.1211,inf
3UU7,decoy225,2OH_redock_3UU7,0.3795,2.6037,inf
3UU7,decoy238,2OH_redock_3UU7,0.3771,2.7716,inf
3UU7,decoy152,2OH_redock_3UU7,0.3732,2.2520,inf
3UU7,decoy88,2OH_redock_3UU7,0.3727,2.3365,inf
3UU7,decoy25,2OH_redock_3UU7,0.3727,2.7075,inf
3UU7,decoy385,2OH_redock_3UU7,0.3722,2.6772,inf
3UU7,decoy278,2OH_redock_3UU7,0.3712,2.5476,inf
3UU7,decoy341,2OH_redock_3UU7,0.3705,2.6023,inf
3UU7,decoy383,2OH_redock_3UU7,0.3666,2.3349,inf
3UU7,decoy324,2OH_redock_3UU7,0.3661,2.3388,inf
3UU7,decoy371,2OH_redock_3UU7,0.3635,2.0305,inf
3UU7,decoy98,2OH_redock_3UU7,0.3624,2.4282,inf
3UU7,decoy137,2OH_redock_3UU7,0.3620,2.6318,inf
3UU7,decoy136,2OH_redock_3UU7,0.3613,2.6774,inf
3UU7,decoy91,2OH_redock_3UU7,0.3611,2.6145,inf
3UU7,decoy248,2OH_redock_3UU7,0.3593,2.3119,inf
3UU7,decoy340,2OH_redock_3UU7,0.3576,2.6772,inf
3UU7,decoy293,2OH_redock_3UU7,0.3572,2.4963,inf
3UU7,decoy277,2OH_redock_3UU7,0.3559,2.5227,inf
3UU7,decoy167,2OH_redock_3UU7,0.3545,2.4808,inf
3UU7,decoy372,2OH_redock_3UU7,0.3543,2.4006,inf
3UU7,decoy181,2OH_redock_3UU7,0.3535,2.3506,inf
3UU7,decoy358,2OH_redock_3UU7,0.3512,2.0739,inf
3UU7,decoy229,2OH_redock_3UU7,0.3465,2.3381,inf
3UU7,decoy110,2OH_redock_3UU7,0.3462,2.1851,inf
3UU7,decoy296,2OH_redock_3UU7,0.3407,2.2741,inf
3UU7,decoy378,2OH_redock_3UU7,0.3397,2.2363,inf
3UU7,decoy270,2OH_redock_3UU7,0.3389,2.2748,inf
3UU7,decoy12,2OH_redock_3UU7,0.3351,2.3530,inf
3UU7,decoy333,2OH_redock_3UU7,0.3338,2.1339,inf
3UU7,decoy433,2OH_redock_3UU7,0.3309,2.1663,inf
3UU7,decoy149,2OH_redock_3UU7,0.3303,2.0974,inf
3UU7,decoy256,2OH_redock_3UU7,0.3246,1.8788,inf
3UU7,decoy424,2OH_redock_3UU7,0.3221,1.8458,inf
3UU7,decoy122,2OH_redock_3UU7,0.3183,2.1571,inf
3UU7,decoy133,2OH_redock_3UU7,0.3175,2.0792,inf
3UU7,decoy188,2OH_redock_3UU7,0.3146,2.0839,inf
3UU7,decoy254,2OH_redock_3UU7,0.3113,1.8929,inf
3UU7,decoy207,2OH_redock_3UU7,0.3057,1.7240,inf
3UU7,decoy310,2OH_redock_3UU7,0.3039,2.2141,inf
3UU7,decoy17,2OH_redock_3UU7,0.2975,1.8647,inf
3UU7,decoy142,2OH_redock_3UU7,0.2960,2.0207,inf
3UU7,decoy346,2OH_redock_3UU7,0.2916,1.9513,inf
3UU7,decoy401,2OH_redock_3UU7,0.2912,1.8890,inf
3UU7,decoy214,2OH_redock_3UU7,0.2885,2.0345,inf
3UU7,decoy366,2OH_redock_3UU7,0.2820,1.5835,inf
3UU7,decoy202,2OH_redock_3UU7,0.2729,1.7102,inf
